,parent,child,group,flag,predicted_labels
6514,duration,brevity,325,True,True
6515,duration,endlessness,325,True,True
6516,endlessness,continuousness,325,True,False
6517,duration,impermanence,325,True,True
6518,impermanence,mortality,325,True,False
6519,impermanence,temporariness,325,True,False
6520,impermanence,transience,325,True,False
6521,transience,ephemerality,325,True,True
6522,transience,fugacity,325,True,True
6523,duration,lengthiness,325,True,True
6524,lengthiness,fermata,325,True,False
6525,duration,longness,325,True,True
6526,longness,longevity,325,True,False
6527,duration,permanence,325,True,True
6528,permanence,immortality,325,True,True
6529,permanence,imperishability,325,True,True
6530,permanence,lastingness,325,True,True
6531,lastingness,changelessness,325,True,False
6532,lastingness,continuity,325,True,False
6533,lastingness,everlastingness,325,True,True
6534,lastingness,indestructibility,325,True,False
6535,lastingness,tensile_strength,325,True,False
6536,permanence,perdurability,325,True,True
6537,permanence,perpetuity,325,True,True
6538,duration,shortness,325,True,True
6539,shortness,briefness,325,True,True
6540,shortness,curtailment,325,True,True
6541,intensity,badness,326,True,True
6542,badness,foulness,326,True,True
6543,badness,seriousness,326,True,True
6544,intensity,ferocity,326,True,True
6545,ferocity,savageness,326,True,True
6546,intensity,force,326,True,True
6547,force,brunt,326,True,True
6548,force,energy,326,True,True
6549,energy,athleticism,326,True,True
6550,force,momentum,326,True,True
6551,intensity,top,326,True,True
6552,intensity,vehemence,326,True,True
6553,vehemence,overemphasis,326,True,True
6554,pace,beat,327,True,True
6555,pace,celerity,327,True,True
6556,celerity,dispatch,327,True,False
6557,celerity,fleetness,327,True,True
6558,celerity,immediacy,327,True,False
6559,celerity,promptness,327,True,False
6560,pace,slowness,327,True,True
6561,slowness,dilatoriness,327,True,False
6562,slowness,leisureliness,327,True,True
6563,pace,sluggishness,327,True,True
6564,pace,speed,327,True,True
6565,speed,execution_speed,327,True,True
6566,speed,graduality,327,True,True
6567,speed,haste,327,True,True
6568,haste,abruptness,327,True,False
6569,pressure,blood_pressure,328,True,True
6570,blood_pressure,arterial_pressure,328,True,True
6571,blood_pressure,diastolic_pressure,328,True,False
6572,blood_pressure,systolic_pressure,328,True,False
6573,blood_pressure,venous_pressure,328,True,False
6574,pressure,gas_pressure,328,True,True
6575,gas_pressure,atmospheric_pressure,328,True,True
6576,atmospheric_pressure,barometric_pressure,328,True,True
6577,atmospheric_pressure,compartment_pressure,328,True,True
6578,atmospheric_pressure,overpressure,328,True,True
6579,atmospheric_pressure,sea-level_pressure,328,True,True
6580,pressure,head,328,True,True
6581,pressure,hydrostatic_head,328,True,True
6582,pressure,intraocular_pressure,328,True,True
6583,pressure,oil_pressure,328,True,True
6584,pressure,osmotic_pressure,328,True,True
6585,osmotic_pressure,hypertonicity,328,True,False
6586,osmotic_pressure,hypotonicity,328,True,False
6587,pressure,radiation_pressure,328,True,True
6588,radiation_pressure,acoustic_radiation_pressure,328,True,False
6589,pressure,sound_pressure,328,True,True
6590,pressure,suction,328,True,True
6591,pressure,vapor_pressure,328,True,True
6592,importance,account,329,True,True
6593,importance,big_deal,329,True,False
6594,importance,essentiality,329,True,True
6595,essentiality,indispensability,329,True,False
6596,essentiality,vitalness,329,True,True
6597,importance,greatness,329,True,True
6598,importance,magnitude,329,True,True
6599,magnitude,largeness,329,True,True
6600,importance,momentousness,329,True,True
6601,importance,prominence,329,True,True
6602,importance,significance,329,True,True
6603,significance,consequence,329,True,True
6604,consequence,hell_to_pay,329,True,True
6605,consequence,matter,329,True,True
6606,significance,historicalness,329,True,True
6607,significance,meaningfulness,329,True,True
6608,meaningfulness,purposefulness,329,True,False
6609,importance,urgency,329,True,True
6610,urgency,edge,329,True,False
6611,urgency,imperativeness,329,True,True
6612,importance,weight,329,True,True
6613,quantity,abundance,330,True,True
6614,abundance,amplitude,330,True,True
6615,abundance,luxuriance,330,True,True
6616,abundance,overabundance,330,True,True
6617,overabundance,bellyful,330,True,False
6618,overabundance,excess,330,True,True
6619,overabundance,glut,330,True,True
6620,abundance,plenty,330,True,True
6621,abundance,profusion,330,True,True
6622,profusion,greenness,330,True,True
6623,profusion,overgrowth,330,True,False
6624,profusion,wilderness,330,True,True
6625,abundance,wealth,330,True,True
6626,advantage,expedience,331,True,True
6627,advantage,favor,331,True,True
6628,advantage,favorableness,331,True,True
6629,favorableness,auspiciousness,331,True,True
6630,advantage,good,331,True,True
6631,good,common_good,331,True,True
6632,advantage,handicap,331,True,True
6633,handicap,penalty,331,True,True
6634,penalty,game_misconduct,331,True,True
6635,handicap,scratch,331,True,True
6636,advantage,homecourt_advantage,331,True,True
6637,advantage,lead,331,True,True
6638,advantage,leverage,331,True,True
6639,leverage,bargaining_chip,331,True,False
6640,advantage,preference,331,True,True
6641,advantage,privilege,331,True,True
6642,advantage,profit,331,True,True
6643,profit,account,331,True,True
6644,profit,profitableness,331,True,True
6645,advantage,pull,331,True,True
6646,advantage,start,331,True,True
6647,advantage,superiority,331,True,True
6648,superiority,edge,331,True,True
6649,superiority,inside_track,331,True,True
6650,superiority,upper_hand,331,True,True
6651,advantage,tax_advantage,331,True,True
6652,liability,disadvantage,332,True,True
6653,disadvantage,awkwardness,332,True,True
6654,disadvantage,defect,332,True,True
6655,disadvantage,drawback,332,True,True
6656,drawback,catch,332,True,True
6657,disadvantage,inexpedience,332,True,True
6658,disadvantage,inferiority,332,True,True
6659,disadvantage,limitation,332,True,True
6660,disadvantage,loss,332,True,True
6661,disadvantage,penalty,332,True,True
6662,disadvantage,unfavorableness,332,True,True
6663,unfavorableness,inauspiciousness,332,True,True
6664,disadvantage,unprofitableness,332,True,True
6665,liability,weak_point,332,True,True
6666,legal_right,compulsory_process,333,True,True
6667,legal_right,conjugal_right,333,True,True
6668,legal_right,conjugal_visitation_right,333,True,True
6669,legal_right,copyright,333,True,True
6670,legal_right,eminent_domain,333,True,True
6671,legal_right,franchise,333,True,True
6672,franchise,right_to_vote,333,True,True
6673,right_to_vote,universal_suffrage,333,True,False
6674,legal_right,patent_right,333,True,True
6675,legal_right,preemption,333,True,True
6676,legal_right,right_of_election,333,True,True
6677,legal_right,right_of_entry,333,True,True
6678,legal_right,right_of_offset,333,True,True
6679,legal_right,right_of_privacy,333,True,True
6680,legal_right,right_of_re-entry,333,True,True
6681,legal_right,seat,333,True,True
6682,legal_right,tenure,333,True,True
6683,tenure,copyhold,333,True,True
6684,tenure,freehold,333,True,True
6685,tenure,villeinage,333,True,True
6686,legal_right,title,333,True,True
6687,title,entitlement,333,True,True
6688,title,own_right,333,True,True
6689,legal_right,use,333,True,True
6690,use,fair_use,333,True,True
6691,use,fruition,333,True,True
6692,legal_right,usufruct,333,True,True
6693,legal_right,visitation_right,333,True,True
6694,body,human_body,334,True,True
6695,human_body,adult_body,334,True,True
6696,adult_body,adult_female_body,334,True,True
6697,adult_body,adult_male_body,334,True,True
6698,human_body,female_body,334,True,True
6699,female_body,adult_female_body,334,True,True
6700,human_body,juvenile_body,334,True,True
6701,juvenile_body,child's_body,334,True,True
6702,human_body,male_body,334,True,True
6703,male_body,adult_male_body,334,True,True
6704,human_body,person,334,True,True
6705,body,life_form,334,True,True
6706,body,live_body,334,True,True
6707,live_body,system,334,True,True
6708,fiber_bundle,fornix,335,True,True
6709,fiber_bundle,nerve,335,True,False
6710,nerve,cranial_nerve,335,True,True
6711,cranial_nerve,abducent,335,True,False
6712,cranial_nerve,accessory_nerve,335,True,True
6713,cranial_nerve,acoustic_nerve,335,True,False
6714,cranial_nerve,facial,335,True,False
6715,cranial_nerve,glossopharyngeal_nerve,335,True,True
6716,cranial_nerve,hypoglossal,335,True,True
6717,cranial_nerve,oculomotor,335,True,False
6718,cranial_nerve,olfactory_nerve,335,True,True
6719,cranial_nerve,optic_nerve,335,True,True
6720,cranial_nerve,trigeminal,335,True,True
6721,cranial_nerve,trochlear,335,True,False
6722,cranial_nerve,vagus,335,True,True
6723,nerve,depressor,335,True,True
6724,nerve,motor_nerve,335,True,True
6725,motor_nerve,pyramidal_tract,335,True,False
6726,motor_nerve,ventral_root,335,True,False
6727,nerve,radial_nerve,335,True,True
6728,nerve,saphenous_nerve,335,True,True
6729,nerve,sciatic_nerve,335,True,True
6730,nerve,sensory_nerve,335,True,True
6731,sensory_nerve,dorsal_root,335,True,False
6732,sensory_nerve,lemniscus,335,True,True
6733,nerve,spinal_nerve,335,True,True
6734,spinal_nerve,cervical_nerve,335,True,True
6735,spinal_nerve,coccygeal_nerve,335,True,True
6736,spinal_nerve,femoral_nerve,335,True,True
6737,spinal_nerve,lumbar_nerve,335,True,True
6738,spinal_nerve,phrenic_nerve,335,True,True
6739,spinal_nerve,sacral_nerve,335,True,True
6740,spinal_nerve,thoracic_nerve,335,True,True
6741,nerve,splanchnic_nerve,335,True,True
6742,nerve,ulnar_nerve,335,True,True
6743,ulnar_nerve,funny_bone,335,True,False
6744,convex_shape,camber,336,True,True
6745,convex_shape,entasis,336,True,True
6746,convex_shape,node,336,True,True
6747,convex_shape,point,336,True,True
6748,point,cusp,336,True,True
6749,point,head,336,True,True
6750,point,widow's_peak,336,True,False
6751,convex_shape,projection,336,True,True
6752,projection,bulge,336,True,True
6753,bulge,belly,336,True,False
6754,bulge,caput,336,True,False
6755,bulge,frontal_eminence,336,True,False
6756,bulge,mogul,336,True,True
6757,bulge,nub,336,True,False
6758,bulge,occipital_protuberance,336,True,False
6759,bulge,snag,336,True,False
6760,bulge,wart,336,True,False
6761,projection,jag,336,True,True
6762,projection,keel,336,True,True
6763,projection,salient,336,True,True
6764,projection,spur,336,True,True
6765,projection,tail,336,True,True
6766,projection,tongue,336,True,True
6767,convex_shape,ridge,336,True,True
6768,ridge,corrugation,336,True,True
6769,ridge,raphe,336,True,True
6770,raphe,palatine_raphe,336,True,True
6771,convex_shape,taper,336,True,True
6772,convex_shape,umbo,336,True,True
6773,reproductive_organ,female_internal_reproductive_organ,337,True,True
6774,female_internal_reproductive_organ,Fallopian_tube,337,True,True
6775,female_internal_reproductive_organ,ovary,337,True,True
6776,female_internal_reproductive_organ,uterus,337,True,True
6777,uterus,venter,337,True,False
6778,reproductive_organ,genitalia,337,True,True
6779,genitalia,female_genitalia,337,True,True
6780,female_genitalia,cunt,337,True,True
6781,female_genitalia,minge,337,True,True
6782,female_genitalia,vulva,337,True,True
6783,genitalia,male_genitalia,337,True,True
6784,genitalia,pudendum,337,True,True
6785,reproductive_organ,male_internal_reproductive_organ,337,True,True
6786,reproductive_organ,male_reproductive_gland,337,True,True
6787,male_reproductive_gland,testis,337,True,True
6788,testis,cobblers,337,True,False
6789,testis,undescended_testis,337,True,False
6790,reproductive_organ,nipple,337,True,True
6791,hole,aperture,338,True,True
6792,aperture,micropyle,338,True,True
6793,aperture,pupil,338,True,False
6794,aperture,stoma,338,True,False
6795,stoma,germ_pore,338,True,False
6796,stoma,hydathode,338,True,False
6797,stoma,lenticel,338,True,False
6798,hole,bolt-hole,338,True,True
6799,hole,bullet_hole,338,True,True
6800,hole,cranny,338,True,True
6801,hole,knothole,338,True,True
6802,hole,leak,338,True,True
6803,hole,ozone_hole,338,True,True
6804,hole,perforation,338,True,True
6805,hole,rathole,338,True,True
6806,endocrine_gland,adrenal_cortex,339,True,True
6807,endocrine_gland,adrenal_gland,339,True,True
6808,endocrine_gland,adrenal_medulla,339,True,True
6809,endocrine_gland,anterior_pituitary,339,True,True
6810,endocrine_gland,corpus_luteum,339,True,True
6811,endocrine_gland,gonad,339,True,True
6812,gonad,ovary,339,True,True
6813,gonad,ovotestis,339,True,True
6814,gonad,testis,339,True,True
6815,testis,cobblers,339,True,False
6816,testis,undescended_testis,339,True,False
6817,endocrine_gland,islands_of_Langerhans,339,True,True
6818,endocrine_gland,parathyroid_gland,339,True,True
6819,endocrine_gland,pars_distilis,339,True,True
6820,endocrine_gland,pars_intermedia,339,True,True
6821,endocrine_gland,pineal_gland,339,True,True
6822,endocrine_gland,pituitary,339,True,True
6823,endocrine_gland,posterior_pituitary,339,True,True
6824,endocrine_gland,prostate_gland,339,True,True
6825,endocrine_gland,thymus_gland,339,True,True
6826,endocrine_gland,thyroid_gland,339,True,True
6827,vesicle,blister,340,True,True
6828,blister,blood_blister,340,True,True
6829,blister,pustule,340,True,False
6830,pustule,pock,340,True,False
6831,blister,water_blister,340,True,True
6832,vesicle,follicle,340,True,True
6833,follicle,Graafian_follicle,340,True,True
6834,follicle,hair_follicle,340,True,True
6835,vesicle,Golgi_body,340,True,True
6836,vesicle,lacrimal_sac,340,True,True
6837,vesicle,liposome,340,True,True
6838,serous_membrane,endocardium,341,True,False
6839,serous_membrane,epicardium,341,True,False
6840,serous_membrane,parietal_pericardium,341,True,False
6841,serous_membrane,pericardium,341,True,False
6842,serous_membrane,peritoneum,341,True,False
6843,peritoneum,mesentery,341,True,False
6844,mesentery,mesocolon,341,True,False
6845,peritoneum,omentum,341,True,False
6846,omentum,greater_omentum,341,True,True
6847,omentum,lesser_omentum,341,True,True
6848,serous_membrane,pleura,341,True,False
6849,pleura,parietal_pleura,341,True,True
6850,pleura,visceral_pleura,341,True,True
6851,amine,aniline,342,True,True
6852,amine,enamine,342,True,True
6853,amine,histamine,342,True,True
6854,amine,monoamine,342,True,True
6855,monoamine,monoamine_neurotransmitter,342,True,True
6856,monoamine_neurotransmitter,dopamine,342,True,True
6857,monoamine_neurotransmitter,noradrenaline,342,True,True
6858,monoamine_neurotransmitter,serotonin,342,True,True
6859,amine,ptomaine,342,True,False
6860,ptomaine,cadaverine,342,True,False
6861,ptomaine,putrescine,342,True,False
6862,leukocyte,basophil,343,True,True
6863,leukocyte,eosinophil,343,True,True
6864,leukocyte,granulocyte,343,True,True
6865,leukocyte,lymphocyte,343,True,True
6866,lymphocyte,B_cell,343,True,True
6867,lymphocyte,lymphoblast,343,True,True
6868,lymphocyte,plasma_cell,343,True,True
6869,plasma_cell,plasmablast,343,True,True
6870,lymphocyte,T_cell,343,True,True
6871,T_cell,helper_T_cell,343,True,True
6872,T_cell,killer_T_cell,343,True,True
6873,leukocyte,monocyte,343,True,True
6874,monocyte,monoblast,343,True,True
6875,leukocyte,myeloblast,343,True,True
6876,leukocyte,myelocyte,343,True,True
6877,leukocyte,neutrophil,343,True,True
6878,neutrophil,microphage,343,True,True
6879,enlargement,pseudobulb,344,True,False
6880,enlargement,swelling,344,True,False
6881,swelling,bloat,344,True,False
6882,swelling,bunion,344,True,False
6883,swelling,edema,344,True,True
6884,edema,anasarca,344,True,False
6885,edema,angioedema,344,True,True
6886,edema,cerebral_edema,344,True,True
6887,edema,chemosis,344,True,False
6888,edema,cystoid_macular_edema,344,True,True
6889,edema,lymphedema,344,True,True
6890,edema,papilledema,344,True,False
6891,edema,scleredema,344,True,False
6892,swelling,hematocele,344,True,False
6893,swelling,intumescence,344,True,False
6894,intumescence,hematoma,344,True,False
6895,swelling,iridoncus,344,True,False
6896,swelling,lymphogranuloma,344,True,True
6897,swelling,oscheocele,344,True,False
6898,swelling,spermatocele,344,True,False
6899,swelling,tumidity,344,True,False
6900,tumidity,tumescence,344,True,False
6901,intestine,large_intestine,345,True,True
6902,large_intestine,colon,345,True,False
6903,colon,ascending_colon,345,True,True
6904,colon,descending_colon,345,True,True
6905,colon,megacolon,345,True,False
6906,colon,sigmoid_colon,345,True,True
6907,colon,transverse_colon,345,True,True
6908,intestine,small_intestine,345,True,True
6909,small_intestine,duodenum,345,True,False
6910,small_intestine,ileum,345,True,False
6911,small_intestine,jejunum,345,True,False
6912,aptitude,capability,346,True,True
6913,capability,compass,346,True,True
6914,compass,sight,346,True,True
6915,capability,imperfectibility,346,True,True
6916,capability,perfectibility,346,True,True
6917,aptitude,instinct,346,True,True
6918,instinct,id,346,True,True
6919,aptitude,natural_ability,346,True,True
6920,natural_ability,endowment,346,True,True
6921,endowment,bent,346,True,False
6922,endowment,flair,346,True,False
6923,endowment,raw_talent,346,True,False
6924,wisdom,astuteness,347,True,True
6925,wisdom,sagacity,347,True,True
6926,sagacity,common_sense,347,True,True
6927,common_sense,logic,347,True,False
6928,common_sense,nous,347,True,True
6929,common_sense,road_sense,347,True,True
6930,sagacity,discretion,347,True,True
6931,discretion,confidentiality,347,True,True
6932,sagacity,eye,347,True,True
6933,sagacity,injudiciousness,347,True,True
6934,sagacity,judiciousness,347,True,True
6935,judiciousness,caution,347,True,False
6936,skill,craft,348,True,True
6937,craft,housecraft,348,True,True
6938,craft,priestcraft,348,True,True
6939,craft,stagecraft,348,True,True
6940,stagecraft,coup_de_theatre,348,True,False
6941,craft,tradecraft,348,True,True
6942,craft,watercraft,348,True,True
6943,craft,woodcraft,348,True,True
6944,skill,horsemanship,348,True,True
6945,skill,literacy,348,True,True
6946,skill,marksmanship,348,True,True
6947,skill,mastership,348,True,True
6948,skill,mixology,348,True,True
6949,skill,numeracy,348,True,True
6950,skill,oarsmanship,348,True,True
6951,skill,salesmanship,348,True,True
6952,skill,seamanship,348,True,True
6953,seamanship,boatmanship,348,True,True
6954,skill,showmanship,348,True,True
6955,skill,soldiering,348,True,True
6956,skill,swordsmanship,348,True,True
6957,skillfulness,adeptness,349,True,True
6958,adeptness,dexterity,349,True,True
6959,adeptness,touch,349,True,True
6960,touch,finishing_touch,349,True,True
6961,skillfulness,command,349,True,True
6962,skillfulness,coordination,349,True,True
6963,skillfulness,efficiency,349,True,True
6964,efficiency,economy,349,True,True
6965,skillfulness,expertness,349,True,True
6966,expertness,professionalism,349,True,True
6967,expertness,sophistication,349,True,True
6968,skillfulness,fluency,349,True,True
6969,skillfulness,handiness,349,True,True
6970,skillfulness,proficiency,349,True,True
6971,proficiency,brushwork,349,True,True
6972,proficiency,musketry,349,True,True
6973,skillfulness,versatility,349,True,True
6974,stupidity,denseness,350,True,False
6975,stupidity,dullness,350,True,True
6976,dullness,oscitancy,350,True,False
6977,stupidity,folly,350,True,True
6978,stupidity,retardation,350,True,True
6979,retardation,abnormality,350,True,True
6980,abnormality,feeblemindedness,350,True,True
6981,retardation,idiocy,350,True,True
6982,retardation,imbecility,350,True,True
6983,retardation,moronity,350,True,True
6984,stupidity,vacuousness,350,True,True
6985,exteroception,hearing,351,True,False
6986,hearing,absolute_pitch,351,True,True
6987,hearing,ear,351,True,True
6988,exteroception,sight,351,True,False
6989,sight,achromatic_vision,351,True,True
6990,sight,acuity,351,True,True
6991,acuity,oxyopia,351,True,False
6992,acuity,twenty-twenty,351,True,False
6993,sight,binocular_vision,351,True,True
6994,binocular_vision,stereoscopic_vision,351,True,True
6995,sight,central_vision,351,True,True
6996,sight,color_vision,351,True,True
6997,sight,daylight_vision,351,True,True
6998,daylight_vision,foveal_vision,351,True,True
6999,sight,distance_vision,351,True,True
7000,sight,eyesight,351,True,True
7001,sight,monocular_vision,351,True,True
7002,sight,near_vision,351,True,True
7003,sight,night_vision,351,True,True
7004,sight,peripheral_vision,351,True,True
7005,sight,stigmatism,351,True,True
7006,exteroception,smell,351,True,False
7007,smell,nose,351,True,True
7008,exteroception,taste,351,True,False
7009,exteroception,touch,351,True,False
7010,modality,hearing,352,True,True
7011,hearing,absolute_pitch,352,True,True
7012,hearing,ear,352,True,True
7013,modality,sight,352,True,True
7014,sight,achromatic_vision,352,True,True
7015,sight,acuity,352,True,True
7016,acuity,oxyopia,352,True,False
7017,acuity,twenty-twenty,352,True,False
7018,sight,binocular_vision,352,True,True
7019,binocular_vision,stereoscopic_vision,352,True,True
7020,sight,central_vision,352,True,True
7021,sight,color_vision,352,True,True
7022,sight,daylight_vision,352,True,True
7023,daylight_vision,foveal_vision,352,True,True
7024,sight,distance_vision,352,True,True
7025,sight,eyesight,352,True,True
7026,sight,monocular_vision,352,True,True
7027,sight,near_vision,352,True,True
7028,sight,night_vision,352,True,True
7029,sight,peripheral_vision,352,True,True
7030,sight,stigmatism,352,True,True
7031,modality,smell,352,True,True
7032,smell,nose,352,True,True
7033,modality,somatosense,352,True,True
7034,somatosense,kinesthesia,352,True,False
7035,somatosense,touch,352,True,False
7036,modality,taste,352,True,True
7037,interest,concern,353,True,True
7038,concern,matter,353,True,True
7039,matter,least,353,True,True
7040,concern,part,353,True,True
7041,concern,personal_business,353,True,True
7042,personal_business,dirty_linen,353,True,False
7043,concern,point_of_honor,353,True,True
7044,concern,worldly_concern,353,True,True
7045,interest,enthusiasm,353,True,True
7046,enthusiasm,Anglomania,353,True,True
7047,enthusiasm,balletomania,353,True,True
7048,unconsciousness,automatic_pilot,354,True,False
7049,unconsciousness,blackout,354,True,False
7050,unconsciousness,coma,354,True,False
7051,coma,diabetic_coma,354,True,True
7052,coma,hepatic_coma,354,True,True
7053,unconsciousness,electrosleep,354,True,False
7054,unconsciousness,grogginess,354,True,False
7055,unconsciousness,insensibility,354,True,True
7056,unconsciousness,narcosis,354,True,True
7057,narcosis,nitrogen_narcosis,354,True,True
7058,unconsciousness,semicoma,354,True,False
7059,unconsciousness,semitrance,354,True,False
7060,unconsciousness,trance,354,True,False
7061,trance,hypnotic_trance,354,True,True
7062,trance,religious_trance,354,True,True
7063,unconsciousness,unknowingness,354,True,False
7064,unknowingness,forgetfulness,354,True,False
7065,forgetfulness,obliviousness,354,True,False
7066,unknowingness,unselfconsciousness,354,True,False
7067,determinant,clincher,355,True,True
7068,determinant,influence,355,True,True
7069,influence,imponderable,355,True,True
7070,imponderable,leaven,355,True,False
7071,influence,imprint,355,True,True
7072,influence,morale_builder,355,True,True
7073,influence,pestilence,355,True,True
7074,influence,support,355,True,True
7075,support,anchor,355,True,True
7076,support,lifeline,355,True,True
7077,influence,temptation,355,True,True
7078,temptation,allurement,355,True,True
7079,temptation,bait,355,True,True
7080,temptation,forbidden_fruit,355,True,True
7081,prediction,prefiguration,356,True,True
7082,prediction,projection,356,True,True
7083,prediction,prophecy,356,True,True
7084,prophecy,crystal_gazing,356,True,True
7085,prophecy,divination,356,True,True
7086,divination,arithmancy,356,True,True
7087,divination,dowse,356,True,True
7088,divination,geomancy,356,True,True
7089,divination,hydromancy,356,True,True
7090,divination,lithomancy,356,True,True
7091,divination,necromancy,356,True,True
7092,divination,oneiromancy,356,True,True
7093,divination,onomancy,356,True,True
7094,divination,palmistry,356,True,True
7095,divination,pyromancy,356,True,True
7096,fallacy,logical_fallacy,357,True,True
7097,logical_fallacy,hysteron_proteron,357,True,False
7098,logical_fallacy,ignoratio_elenchi,357,True,True
7099,logical_fallacy,petitio_principii,357,True,False
7100,logical_fallacy,post_hoc,357,True,False
7101,fallacy,paralogism,357,True,True
7102,fallacy,pathetic_fallacy,357,True,True
7103,fallacy,pseudoscience,357,True,True
7104,pseudoscience,alchemy,357,True,False
7105,pseudoscience,astrology,357,True,False
7106,astrology,horoscopy,357,True,False
7107,fallacy,sophism,357,True,True
7108,analysis,breakdown,358,True,True
7109,breakdown,resolution,358,True,False
7110,resolution,diagonalization,358,True,True
7111,resolution,factorization,358,True,True
7112,analysis,cost-benefit_analysis,358,True,True
7113,analysis,dissection,358,True,True
7114,analysis,elimination,358,True,True
7115,analysis,reductionism,358,True,True
7116,analysis,systems_analysis,358,True,True
7117,analysis,trend_analysis,358,True,True
7118,negative_stimulus,annoyance,359,True,True
7119,annoyance,irritant,359,True,True
7120,annoyance,nuisance,359,True,True
7121,nuisance,abatable_nuisance,359,True,True
7122,nuisance,attractive_nuisance,359,True,True
7123,nuisance,mixed_nuisance,359,True,True
7124,nuisance,private_nuisance,359,True,True
7125,nuisance,public_nuisance,359,True,True
7126,annoyance,plague,359,True,True
7127,negative_stimulus,aversive_stimulus,359,True,True
7128,negative_stimulus,concern,359,True,False
7129,concern,bugaboo,359,True,True
7130,concern,burden,359,True,True
7131,burden,dead_weight,359,True,True
7132,burden,fardel,359,True,True
7133,burden,imposition,359,True,True
7134,burden,pill,359,True,True
7135,concern,business,359,True,True
7136,negative_stimulus,grief,359,True,True
7137,architectural_style,Bauhaus,360,True,True
7138,architectural_style,Byzantine_architecture,360,True,True
7139,architectural_style,classical_architecture,360,True,True
7140,classical_architecture,Greek_architecture,360,True,True
7141,classical_architecture,Roman_architecture,360,True,True
7142,architectural_style,Gothic,360,True,True
7143,Gothic,perpendicular,360,True,False
7144,perpendicular,Tudor_architecture,360,True,False
7145,architectural_style,Moorish,360,True,True
7146,architectural_style,Romanesque,360,True,True
7147,Romanesque,Norman_architecture,360,True,False
7148,architectural_style,Victorian_architecture,360,True,True
7149,function,expansion,361,True,True
7150,function,exponential,361,True,True
7151,function,inverse_function,361,True,True
7152,function,isometry,361,True,True
7153,function,Kronecker_delta,361,True,True
7154,function,metric_function,361,True,True
7155,function,operator,361,True,True
7156,operator,identity,361,True,True
7157,operator,linear_operator,361,True,True
7158,function,polynomial,361,True,True
7159,polynomial,biquadratic,361,True,True
7160,polynomial,homogeneous_polynomial,361,True,True
7161,homogeneous_polynomial,quantic,361,True,True
7162,polynomial,monic_polynomial,361,True,True
7163,polynomial,quadratic,361,True,True
7164,polynomial,series,361,True,True
7165,series,convergence,361,True,True
7166,series,divergence,361,True,True
7167,series,exponential_series,361,True,True
7168,series,Fourier_series,361,True,True
7169,series,geometric_series,361,True,True
7170,series,power_series,361,True,True
7171,function,threshold_function,361,True,True
7172,function,transformation,361,True,True
7173,transformation,affine_transformation,361,True,True
7174,transformation,reflection,361,True,True
7175,transformation,rotation,361,True,True
7176,transformation,translation,361,True,True
7177,function,trigonometric_function,361,True,True
7178,trigonometric_function,arc_cosecant,361,True,False
7179,trigonometric_function,arc_cosine,361,True,False
7180,trigonometric_function,arc_cotangent,361,True,False
7181,trigonometric_function,arc_secant,361,True,False
7182,trigonometric_function,arc_sine,361,True,False
7183,trigonometric_function,arc_tangent,361,True,False
7184,trigonometric_function,cosecant,361,True,False
7185,trigonometric_function,cosine,361,True,False
7186,trigonometric_function,cotangent,361,True,False
7187,trigonometric_function,secant,361,True,False
7188,trigonometric_function,sine,361,True,False
7189,trigonometric_function,tangent,361,True,False
7190,component,be-all_and_end-all,362,True,True
7191,component,plot_element,362,True,True
7192,plot_element,McGuffin,362,True,True
7193,component,point,362,True,True
7194,point,attractor,362,True,True
7195,attractor,strange_attractor,362,True,True
7196,point,intercept,362,True,True
7197,point,intersection,362,True,True
7198,intersection,metacenter,362,True,True
7199,intersection,vertex,362,True,True
7200,law,divine_law,363,True,True
7201,law,principle,363,True,True
7202,principle,conservation,363,True,True
7203,conservation,conservation_of_charge,363,True,True
7204,conservation,conservation_of_energy,363,True,True
7205,conservation,conservation_of_mass,363,True,True
7206,conservation,conservation_of_momentum,363,True,True
7207,conservation,parity,363,True,True
7208,principle,dictate,363,True,True
7209,principle,fundamentals,363,True,True
7210,fundamentals,rudiment,363,True,True
7211,principle,insurrectionism,363,True,True
7212,principle,logic,363,True,True
7213,principle,pleasure_principle,363,True,True
7214,principle,reality_principle,363,True,True
7215,principle,Tao,363,True,True
7216,law,sound_law,363,True,True
7217,sound_law,Grimm's_law,363,True,True
7218,sound_law,Verner's_law,363,True,True
7219,scientific_theory,associationism,364,True,True
7220,scientific_theory,atomic_theory,364,True,True
7221,atomic_theory,Bohr_theory,364,True,False
7222,atomic_theory,Rutherford_atom,364,True,True
7223,scientific_theory,atomism,364,True,True
7224,scientific_theory,big-bang_theory,364,True,True
7225,scientific_theory,cell_theory,364,True,True
7226,scientific_theory,corpuscular_theory,364,True,True
7227,scientific_theory,functionalism,364,True,True
7228,scientific_theory,game_theory,364,True,True
7229,scientific_theory,germ_theory,364,True,True
7230,scientific_theory,Gestalt_psychology,364,True,True
7231,scientific_theory,information_theory,364,True,True
7232,scientific_theory,kinetic_theory,364,True,True
7233,kinetic_theory,kinetic_theory_of_heat,364,True,False
7234,scientific_theory,nebular_hypothesis,364,True,True
7235,scientific_theory,organicism,364,True,True
7236,scientific_theory,planetesimal_hypothesis,364,True,True
7237,scientific_theory,quantum_theory,364,True,True
7238,scientific_theory,relativity,364,True,True
